Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1365044873,Orochi,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Mike Muscala,C,77.92%,27.75
1,1365321345,MillionaireMatt89,0,365.25,UTIL James Harden SF Ben Simmons G Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Ersan Ilyasova,C,66.23%,25.25
3,1365143186,Sixers766,0,364.5,SG James Harden PG Ben Simmons G Donovan Mitchell F Jimmy Butler PF Ersan Ilyasova SF Royce O'Neale UTIL Gorgui Dieng C Mike Muscala,,Malcolm Brogdon,PG,62.34%,35
4,1365089251,wassup01,0,364,F Ben Simmons SG Bradley Beal PG Donovan Mitchell PF Domantas Sabonis G Eric Bledsoe UTIL Jae Crowder SF Royce O'Neale C Mike Muscala,,Ben Simmons,SF,61.04%,67
5,1365386008,Rammers,0,355.25,UTIL James Harden SF Ben Simmons SG Khris Middleton G Malcolm Brogdon F Joe Ingles PG T.J. McConnell C Ersan Ilyasova PF Mike Muscala,,Eric Bledsoe,SG,55.84%,48
6,1365196344,topfizz1,0,354.25,UTIL Ben Simmons PG Donovan Mitchell PF Domantas Sabonis SF Khris Middleton SG Eric Bledsoe G Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale,,James Harden,G,50.65%,88
7,1364973654,ChipotleAddict,0,351.25,SG James Harden SF Ben Simmons UTIL Rudy Gobert G Joe Ingles F Jae Crowder PG T.J. McConnell C Ersan Ilyasova PF Mike Muscala,,Donovan Mitchell,UTIL,49.35%,58
8,1365063940,jdibiase7,0,349,F Ben Simmons UTIL Donovan Mitchell G Jimmy Butler SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova PF Mike Muscala,,Khris Middleton,SG,49.35%,41.5
8,1365170918,Dwadegoat,0,349,F Ben Simmons UTIL Donovan Mitchell G Jimmy Butler SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova PF Mike Muscala,,Jimmy Butler,SG,41.56%,46.5
8,1365196975,NyRudeBowy,0,349,F Ben Simmons UTIL Donovan Mitchell SG Jimmy Butler SF Khris Middleton G Eric Bledsoe PG Malcolm Brogdon C Ersan Ilyasova PF Mike Muscala,,Joe Ingles,UTIL,40.26%,38
8,1365266916,asaprene,0,349,F Ben Simmons UTIL Donovan Mitchell G Jimmy Butler SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova PF Mike Muscala,,Luke Kornet,F,37.66%,12.75
12,1365062409,porzingis6ntilikina,0,348.5,SG Luka Doncic PG Donovan Mitchell F Domantas Sabonis SF Jimmy Butler G Khris Middleton C Brook Lopez UTIL Royce O'Neale PF Mike Muscala,,Domantas Sabonis,F,22.08%,46.75
13,1364995060,hoop2410,0,348,UTIL James Harden SF Ben Simmons SG Jimmy Butler PG Eric Bledsoe F Luke Kornet G T.J. McConnell PF Ersan Ilyasova C Mike Muscala,,Royce O'Neale,SF,20.78%,32.75
13,1365413179,EmileHeskey,0,348,G James Harden PG Ben Simmons SF Jimmy Butler SG Eric Bledsoe F Luke Kornet PF Ersan Ilyasova UTIL Royce O'Neale C Mike Muscala,,Rudy Gobert,UTIL,18.18%,46
15,1365093514,jsmanoc,0,344.75,G James Harden PG Ben Simmons SF Khris Middleton SG Malcolm Brogdon F Joe Ingles UTIL Maxi Kleber C Ersan Ilyasova PF Mike Muscala,,Jae Crowder,F,15.58%,26.5
15,1365212932,theheaters,0,344.75,G James Harden SF Ben Simmons SG Khris Middleton PG Malcolm Brogdon UTIL Joe Ingles F Maxi Kleber PF Ersan Ilyasova C Mike Muscala,,Jonah Bolden,PF,12.99%,13
17,1365206968,ShibbyBacon,0,344.25,PG Ben Simmons SG Donovan Mitchell UTIL Domantas Sabonis SF Jimmy Butler G Malcolm Brogdon F Joe Ingles PF Ersan Ilyasova C Mike Muscala,,Clint Capela,UTIL,12.99%,32.5
18,1365315848,thechovanone,0,343.75,PG James Harden SG Donovan Mitchell SF Khris Middleton UTIL Eric Bledsoe G Malcolm Brogdon C Luke Kornet F Royce O'Neale PF Mike Muscala,,Bradley Beal,SG,12.99%,57.25
19,1365326733,Safeen.Merchant,0,342.75,PG Ben Simmons PF Domantas Sabonis F Jimmy Butler SF Khris Middleton SG Eric Bledsoe G Malcolm Brogdon UTIL Kevon Looney C Mike Muscala,,Otto Porter Jr.,SF,9.09%,26.75
20,1365171345,redspecial,0,341.75,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Ersan Ilyasova C Mike Muscala,,Kyle Korver,SF,6.49%,16.5
20,1365174251,bpl21,0,341.75,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Ersan Ilyasova C Mike Muscala,,Austin Rivers,SG,6.49%,19.5
20,1365195678,tidehigh71,0,341.75,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Ersan Ilyasova C Mike Muscala,,Serge Ibaka,F,5.19%,27.25
20,1365211159,TomsDogs,0,341.75,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Ersan Ilyasova C Mike Muscala,,Noah Vonleh,PF,5.19%,20.75
20,1365238212,pipolechap,0,341.75,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet C Ersan Ilyasova PF Mike Muscala,,T.J. McConnell,PG,3.90%,32.75
20,1365318564,Tcutroop,0,341.75,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Ersan Ilyasova C Mike Muscala,,Maxi Kleber,UTIL,3.90%,22.25
20,1365380366,natumsss,0,341.75,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Ersan Ilyasova C Mike Muscala,,Luka Doncic,SG,3.90%,63
27,1365184125,curry_burrito,0,340,PG Ben Simmons C Rudy Gobert SG Jimmy Butler SF Khris Middleton G Eric Bledsoe UTIL Joe Ingles PF Ersan Ilyasova F Mike Muscala,,Kyle O'Quinn,C,3.90%,11.5
27,1365321287,ybomb,0,340,PG Ben Simmons G Bradley Beal SG Donovan Mitchell PF Domantas Sabonis F Khris Middleton SF Kyle Korver UTIL Ersan Ilyasova C Mike Muscala,,John Collins,C,3.90%,41.25
29,1365175003,RaiDaRDaTank,0,337,F Ben Simmons UTIL Rudy Gobert G Jimmy Butler SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova PF Mike Muscala,,Derrick Favors,UTIL,3.90%,36.25
29,1365411035,Stillmatic,0,337,PG Ben Simmons C Rudy Gobert SF Jimmy Butler SG Khris Middleton UTIL Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Mike Muscala,,Victor Oladipo,SG,2.60%,34
31,1365398066,nyrblue,0,336.75,PG James Harden SF Ben Simmons G Khris Middleton SG Eric Bledsoe PF Jae Crowder UTIL Luke Kornet C Ersan Ilyasova F Mike Muscala,,Brook Lopez,C,2.60%,32.25
32,1365335741,bash2,0,336.5,PG James Harden SF Ben Simmons UTIL Donovan Mitchell G Joe Ingles SG Austin Rivers C Ersan Ilyasova F Jonah Bolden PF Mike Muscala,,DeAndre Jordan,C,1.30%,29.25
33,1365022519,CZYX,0,335.75,SG James Harden PG Ben Simmons G Donovan Mitchell F Serge Ibaka C Luke Kornet UTIL Maxi Kleber SF Royce O'Neale PF Mike Muscala,,CJ McCollum,G,1.30%,44.5
34,1365178907,craftylefty,0,335.5,G James Harden PG Ben Simmons SF Khris Middleton SG Malcolm Brogdon UTIL Joe Ingles PF Ersan Ilyasova F Jonah Bolden C Mike Muscala,,JJ Redick,F,1.30%,27.75
35,1365429612,viridfs1,0,335.25,SG James Harden G Donovan Mitchell PF Domantas Sabonis PG Malcolm Brogdon F Joe Ingles UTIL Kyle O'Quinn C Ersan Ilyasova SF Royce O'Neale,,Bobby Portis,PF,1.30%,24
36,1365205070,kiran755,0,334.75,UTIL Ben Simmons PG Donovan Mitchell G Jimmy Butler SF Khris Middleton SG Eric Bledsoe F Noah Vonleh C Ersan Ilyasova PF Mike Muscala,,Collin Sexton,PG,1.30%,28.25
36,1365356228,papagates,0,334.75,SG James Harden SF Ben Simmons F Serge Ibaka PG Malcolm Brogdon G Joe Ingles UTIL Jae Crowder C Ersan Ilyasova PF Mike Muscala,,Cedi Osman,SF,1.30%,21.25
38,1365085423,aFallon04,0,334.5,PG Ben Simmons SG Donovan Mitchell C Domantas Sabonis SF Jimmy Butler PF Noah Vonleh G Malcolm Brogdon F Royce O'Neale UTIL Mike Muscala,,Al-Farouq Aminu,UTIL,1.30%,22.75
39,1365188299,btjordan23,0,334,PG Ben Simmons UTIL Rudy Gobert G Donovan Mitchell SF Khris Middleton SG Malcolm Brogdon F Thaddeus Young PF Ersan Ilyasova C Mike Muscala,,Delon Wright,SG,1.30%,27.75
40,1365275673,zcarpenter,0,332.25,SG Luka Doncic PG Donovan Mitchell F Domantas Sabonis SF Jimmy Butler G Khris Middleton C Brook Lopez UTIL Kyle Korver PF Mike Muscala,,Gorgui Dieng,UTIL,1.30%,19.25
41,1365333099,TheCatsMeow33,0,332,PG James Harden SF Ben Simmons UTIL Rudy Gobert SG Joe Ingles G Austin Rivers PF Jonah Bolden F Royce O'Neale C Mike Muscala,,Thaddeus Young,F,1.30%,33.5
42,1365181249,Dean123,0,331.5,UTIL James Harden C Domantas Sabonis G Eric Bledsoe PG Malcolm Brogdon SG Joe Ingles PF Jae Crowder F Kyle Korver SF Royce O'Neale,,Jusuf Nurkic,UTIL,1.30%,51.75
43,1365231724,Guerreno,0,330.75,PG James Harden SG Donovan Mitchell UTIL John Collins G Jimmy Butler SF Mario Hezonja C Kyle O'Quinn F Ersan Ilyasova PF Mike Muscala,,Kyle Kuzma,PF,1.30%,24
44,1365373851,TallRedGourmet,0,329.75,G James Harden SF Jimmy Butler UTIL Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Luke Kornet PF Ersan Ilyasova F Royce O'Neale,,Danuel House Jr.,SF,1.30%,29.75
45,1364933758,Makisupa,0,329.5,G James Harden SF Ben Simmons SG Eric Bledsoe PG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Jonah Bolden C Mike Muscala,,Mario Hezonja,SF,1.30%,32.5
45,1365399141,srn828,0,329.5,G James Harden SF Ben Simmons PG Eric Bledsoe SG Malcolm Brogdon UTIL Joe Ingles F Luke Kornet PF Jonah Bolden C Mike Muscala,,Emmanuel Mudiay,PG,1.30%,29.5
47,1365221117,packerbravefan,0,328.25,G James Harden PG Ben Simmons SF Jimmy Butler SG Eric Bledsoe UTIL Luke Kornet PF Ersan Ilyasova F Jonah Bolden C Mike Muscala,,George Hill,G,1.30%,0.25
47,1365265804,Kcannon,0,328.25,G James Harden SF Ben Simmons SG Jimmy Butler PG Eric Bledsoe UTIL Luke Kornet PF Ersan Ilyasova F Jonah Bolden C Mike Muscala,,Kevon Looney,UTIL,1.30%,30.25
49,1365096234,dillonp94,0,327.25,SG Bradley Beal UTIL Rudy Gobert G Donovan Mitchell C Clint Capela PG Malcolm Brogdon F Joe Ingles SF Royce O'Neale PF Mike Muscala,,Stephen Curry,SG,1.30%,48.25
49,1365250361,hager40,0,327.25,G James Harden SF Khris Middleton PG Eric Bledsoe F Otto Porter Jr. SG Malcolm Brogdon UTIL Derrick Favors PF Jae Crowder C Ersan Ilyasova,,Kris Dunn,PG,1.30%,16
51,1365012422,youdacao,0,326.25,G James Harden UTIL Donovan Mitchell SG Khris Middleton PG Malcolm Brogdon SF Joe Ingles F Luke Kornet C Ersan Ilyasova PF Mike Muscala,,Tristan Thompson,UTIL,1.30%,18.75
51,1365152276,madoublet98,0,326.25,G James Harden UTIL Donovan Mitchell SG Khris Middleton PG Malcolm Brogdon SF Joe Ingles F Luke Kornet C Ersan Ilyasova PF Mike Muscala,,Marvin Williams,F,1.30%,18.25
53,1365131641,pianoclub,0,325,PG Ben Simmons G Donovan Mitchell C Clint Capela SF Jimmy Butler SG Khris Middleton UTIL Jae Crowder PF Ersan Ilyasova F Mike Muscala,,P.J. Tucker,PF,1.30%,15
54,1365090952,rpm555,0,323,UTIL Bradley Beal SG Donovan Mitchell F Jimmy Butler SF Khris Middleton PG Eric Bledsoe G Malcolm Brogdon C Kyle O'Quinn PF Ersan Ilyasova,,Ian Mahinmi,C,1.30%,3.25
55,1365063283,jonboy1171,0,321.25,G James Harden PG Ben Simmons SG Eric Bledsoe SF Otto Porter Jr. UTIL Joe Ingles F Luke Kornet PF Jonah Bolden C Mike Muscala,,Wilson Chandler,SF,1.30%,18
55,1365225480,ERIII,0,321.25,G James Harden PG Ben Simmons SG Eric Bledsoe SF Otto Porter Jr. UTIL Joe Ingles F Luke Kornet PF Jonah Bolden C Mike Muscala,,,
57,1365197994,rpbubalo,0,319.75,PG Donovan Mitchell C Domantas Sabonis G Jimmy Butler SF Khris Middleton F Serge Ibaka SG Eric Bledsoe UTIL Jae Crowder PF Ersan Ilyasova,,,
58,1365134056,METALFEETDOOM,0,318.25,G James Harden PG Ben Simmons SG Eric Bledsoe SF Otto Porter Jr. UTIL Malcolm Brogdon F Luke Kornet PF Jonah Bolden C Mike Muscala,,,
59,1365388485,suprme,0,316.25,PG Ben Simmons SG Bradley Beal UTIL Donovan Mitchell C Clint Capela F Derrick Favors G Austin Rivers SF Wilson Chandler PF Mike Muscala,,,
60,1365015806,aboveandbeyond,0,315.5,UTIL Rudy Gobert G Donovan Mitchell F Jimmy Butler SF Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon C Luke Kornet PF Mike Muscala,,,
60,1365055960,MakeItRain84,0,315.5,UTIL Rudy Gobert G Donovan Mitchell F Jimmy Butler SF Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon C Luke Kornet PF Mike Muscala,,,
60,1365277843,kenu0878,0,315.5,UTIL Rudy Gobert G Donovan Mitchell F Jimmy Butler SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon PF Luke Kornet C Mike Muscala,,,
63,1365079445,moklovin,0,313.5,SG James Harden UTIL Clint Capela F Domantas Sabonis PG Malcolm Brogdon G Joe Ingles C Luke Kornet SF Royce O'Neale PF Mike Muscala,,,
64,1365004154,JmoFoShoSUCKA,0,313.25,SG Victor Oladipo UTIL Donovan Mitchell SF Jimmy Butler C DeAndre Jordan G CJ McCollum PG Eric Bledsoe F Ersan Ilyasova PF Mike Muscala,,,
64,1365351137,drbaldy,0,313.25,PG Donovan Mitchell UTIL Clint Capela F Domantas Sabonis SG Jimmy Butler SF Khris Middleton G Malcolm Brogdon C Ersan Ilyasova PF Mike Muscala,,,
66,1365060895,mvyletel1928,0,313,UTIL Rudy Gobert G Donovan Mitchell F Jimmy Butler SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Luke Kornet PF Ersan Ilyasova,,,
67,1365094995,dumdumm,0,309.25,SG Bradley Beal G Donovan Mitchell UTIL Clint Capela PF Domantas Sabonis PG Malcolm Brogdon F Joe Ingles SF Kyle Korver C Ersan Ilyasova,,,
68,1365257104,rohitbhasin12281,0,305,UTIL Rudy Gobert G Donovan Mitchell C Clint Capela F Domantas Sabonis SG Joe Ingles PG Emmanuel Mudiay SF Jae Crowder PF Mike Muscala,,,
69,1365130905,zavs,0,304,SG Bradley Beal PG Donovan Mitchell UTIL Jimmy Butler SF Khris Middleton G Malcolm Brogdon F JJ Redick PF Luke Kornet C Ersan Ilyasova,,,
70,1365390470,vevwo,0,303.75,G Bradley Beal C Rudy Gobert PG Donovan Mitchell UTIL Clint Capela PF Derrick Favors SG Austin Rivers SF Jae Crowder F Mike Muscala,,,
71,1365256501,LeftyGunslingers,0,301,G Bradley Beal F Jimmy Butler SF Khris Middleton PG Eric Bledsoe UTIL Otto Porter Jr. PF Noah Vonleh SG Malcolm Brogdon C Ersan Ilyasova,,,
72,1365102867,iDIDit4THEculture,0,293,SG Bradley Beal C John Collins UTIL Clint Capela F Serge Ibaka PG Eric Bledsoe G Malcolm Brogdon SF Jae Crowder PF Ersan Ilyasova,,,
73,1365193206,kjs3md,0,290.75,PG Victor Oladipo UTIL Jusuf Nurkic G Donovan Mitchell PF Kyle Kuzma SG Khris Middleton F Jae Crowder SF Danuel House Jr. C Ersan Ilyasova,,,
74,1365142427,Simonds,0,289.25,PG Ben Simmons F John Collins C Domantas Sabonis SF Jimmy Butler PF Noah Vonleh UTIL Al-Farouq Aminu SG Delon Wright G Kyle Korver,,,
75,1365139519,shockmeddy,0,278.25,UTIL James Harden C Clint Capela F Otto Porter Jr. G Joe Ingles SG Austin Rivers PF Bobby Portis PG Collin Sexton SF Cedi Osman,,,
76,1365268083,TronicusMaximus,0,270,C Rudy Gobert PG Donovan Mitchell PF Domantas Sabonis SG Khris Middleton F Otto Porter Jr. SF Joe Ingles UTIL Luke Kornet G George Hill,,,
77,1365350003,Brick757,0,217.5,SG Stephen Curry SF Luka Doncic PG Kris Dunn UTIL Tristan Thompson G Malcolm Brogdon F Marvin Williams PF P.J. Tucker C Ian Mahinmi,,,
